unit,airpol,src_nfr,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
T,PM10,NFR3_MNR,IT	10871 	10781 	10793 	10977 	11082 	10783 	10714 	10832 	10382 	10428 	10470 	11936 	13254 	14356 	15178 	16528 	18389 	18619 	19054 	19956 	18595 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,LI	2 	2 	2 	2 	2 	2 	2 	2 	2 	2 	2 	2 	2 	2 	2 	1 	1 	1 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,LT	524 	538 	573 	571 	567 	557 	557 	566 	595 	623 	619 	603 	629 	658 	662 	637 	627 	616 	575 	551 	539 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,LU	61 	61 	61 	62 	60 	58 	57 	56 	54 	54 	54 	54 	54 	53 	52 	53 	52 	52 	53 	54 	54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,LV	331 	330 	321 	311 	307 	309 	311 	320 	315 	304 	321 	309 	307 	327 	320 	314 	312 	317 	331 	316 	298 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,MT	38 	37 	37 	36 	37 	38 	39 	41 	40 	39 	45 	48 	52 	57 	55 	53 	59 	64 	68 	63 	69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,NL	4748 	4786 	4973 	5226 	5429 	5487 	5635 	5499 	5563 	5723 	5223 	5137 	5081 	4917 	4561 	4601 	4344 	3888 	4564 	4696 	4619 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,NO	913 	924 	921 	939 	950 	938 	968 	948 	911 	900 	915 	926 	912 	879 	858 	860 	866 	844 	830 	820 	839 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,PL	12486 	12157 	11770 	10875 	10337 	9833 	9457 	9677 	9249 	9574 	9285 	9779 	10089 	10537 	10305 	10678 	9019 	9820 	12322 	12252 	12214 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,PT	2898 	2635 	2241 	1955 	1768 	1681 	1671 	1744 	1899 	2054 	2118 	2095 	1946 	1772 	1705 	1767 	1924 	2045 	2143 	2250 	2279 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,RO	3342 	3526 	3381 	3449 	3603 	3752 	3677 	3769 	3847 	3859 	3876 	4131 	4244 	4284 	4501 	4486 	4497 	3969 	3977 	3700 	3719 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,SE	1479 	1473 	1437 	1426 	1438 	1421 	1367 	1367 	1328 	1368 	1365 	1340 	1342 	1343 	1298 	1359 	1356 	1363 	1375 	1419 	1420 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,SI	327 	342 	346 	341 	337 	322 	306 	297 	294 	285 	303 	321 	310 	322 	280 	283 	286 	330 	378 	355 	361 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,SK	475 	602 	645 	624 	600 	627 	616 	595 	621 	601 	654 	678 	623 	702 	727 	758 	760 	830 	860 	933 	842 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR3_MNR,TR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,AT	25311 	26583 	26621 	27777 	27788 	28169 	28594 	30069 	30726 	31346 	32340 	31798 	33553 	34035 	35041 	36009 	36421 	36793 	37015 	38096 	37958 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,BE	25525 	27140 	28087 	29039 	30798 	30672 	29308 	34227 	33456 	33133 	39389 	37636 	42453 	43015 	46114 	45847 	50005 	50566 	49925 	53189 	54960 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,BG	44761 	44859 	44334 	44125 	44315 	51979 	50657 	47886 	52526 	57431 	49954 	50863 	59606 	62238 	66509 	69017 	67407 	66699 	64239 	53644 	63110 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,CH	13573 	14204 	14409 	14599 	14664 	14721 	15017 	15895 	16059 	16250 	17234 	17342 	18009 	17841 	18103 	18208 	18068 	18131 	18175 	18779 	19157 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,CY	1931 	2097 	1965 	1919 	1854 	1688 	1655 	1777 	2163 	2830 	3138 	3260 	3725 	3775 	3871 	4053 	4221 	4232 	4248 	4281 	4732 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,CZ	42440 	46169 	50539 	51699 	50687 	52165 	52764 	55590 	55332 	55322 	57427 	54762 	55110 	57292 	59085 	58053 	61730 	61985 	62192 	66754 	67103 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,DE	180138 	193781 	207216 	201755 	198997 	213770 	215690 	223711 	222293 	225331 	225716 	214494 	231426 	234524 	243778 	244892 	254858 	262468 	276250 	283592 	298429 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,DK	22599 	23496 	25805 	26568 	26740 	27063 	28146 	28670 	28977 	30184 	32753 	32136 	39244 	34930 	33234 	32967 	32287 	31725 	31771 	32507 	32862 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,EE	8890 	9127 	11246 	11594 	11012 	12184 	15493 	18494 	13393 	32574 	20844 	12886 	14246 	22092 	14620 	17424 	18951 	20814 	23382 	27213 	27632 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,EL	58907 	61009 	60944 	67600 	69250 	69667 	75627 	72023 	75854 	78048 	90716 	120625 	130856 	124007 	128643 	125631 	134527 	129384 	134286 	133455 	128107 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,ES	178720 	186483 	205949 	187248 	190548 	202656 	188361 	209760 	191419 	216921 	216422 	222917 	225407 	254818 	254787 	248291 	254481 	268624 	250467 	253447 	260964 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,EU27_2020	1807443 	1868614 	1963999 	1998634 	2017662 	2050965 	2048644 	2186906 	2212477 	2248345 	2371736 	2351112 	2474410 	2502005 	2551836 	2561845 	2595607 	2632084 	2590460 	2672573 	2722031 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,FI	26564 	29611 	30699 	30576 	32003 	31076 	33618 	34129 	34255 	35593 	38388 	37139 	38416 	40854 	43017 	42181 	43831 	45032 	44059 	43627 	42510 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,FR	187467 	207488 	210242 	219946 	223527 	223368 	220628 	246602 	247556 	242997 	270591 	265119 	282739 	292363 	312477 	340747 	367881 	382714 	382936 	406508 	420587 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,HR	51409 	34723 	42443 	38095 	43639 	40445 	44780 	48581 	48223 	48258 	52542 	51906 	54549 	53059 	53794 	57134 	57832 	60567 	53109 	49730 	47693 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,HU	57251 	60458 	61642 	66017 	70272 	72991 	72309 	77045 	73936 	75443 	72438 	76323 	65199 	62325 	64287 	72817 	75122 	73145 	61562 	78531 	72558 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,IE	27892 	27948 	28122 	28266 	28351 	28079 	27229 	27988 	27675 	27372 	33968 	36409 	37665 	39645 	40160 	39786 	38870 	38105 	36814 	37804 	36778 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,IS	2420 	2625 	2616 	2770 	2819 	2413 	2594 	2885 	2764 	3101 	4417 	4688 	4706 	4103 	3885 	3442 	4100 	4036 	3049 	3427 	3330 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,IT	165742 	176050 	178374 	196480 	189505 	195004 	189963 	207975 	216027 	191643 	239844 	245725 	268376 	258858 	235662 	231522 	212962 	234897 	218100 	249157 	257078 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,LI	32 	35 	37 	35 	37 	39 	38 	39 	42 	43 	43 	44 	44 	46 	45 	45 	46 	48 	47 	48 	55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,LT	17754 	18327 	19217 	18238 	18701 	19491 	18539 	18756 	18775 	18717 	18281 	18294 	19148 	19096 	19021 	18744 	11602 	11466 	11790 	11443 	11317 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,LU	1826 	1922 	2050 	2022 	2083 	2121 	2212 	2234 	2290 	2315 	2504 	2622 	2682 	2756 	3060 	3191 	3249 	3631 	3196 	3213 	3015 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,LV	26185 	27867 	27578 	26752 	25748 	27123 	28305 	28618 	31104 	31108 	28664 	34430 	35283 	36380 	35418 	35689 	42700 	34190 	32530 	32774 	31657 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,MT	1635 	1831 	1744 	1522 	1462 	1304 	1483 	1258 	1441 	1434 	1418 	1322 	1650 	2085 	1954 	1863 	1934 	1522 	1462 	1457 	1313 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,NL	27247 	28859 	29942 	30229 	30555 	31126 	31656 	32114 	32622 	34213 	34785 	35699 	37949 	39711 	40737 	41384 	42348 	43375 	45454 	46625 	48800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,NO	33155 	32602 	33276 	34411 	33529 	34130 	34360 	36922 	42262 	40642 	43165 	40405 	42584 	44894 	44091 	46007 	44906 	47387 	50758 	50316 	51011 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,PL	340426 	343108 	385895 	404951 	411223 	398965 	401658 	433067 	447283 	447064 	472726 	437018 	443387 	441033 	464423 	437082 	424965 	422939 	428394 	425164 	417221 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,PT	61175 	61678 	61218 	61171 	61600 	61047 	61749 	64537 	72774 	78892 	71861 	72693 	76270 	77074 	85616 	80155 	85663 	89324 	100406 	92435 	90174 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,RO	152353 	153671 	147624 	144073 	145199 	147817 	153326 	153095 	163060 	157948 	166487 	162225 	172046 	157203 	154903 	158559 	162141 	144188 	123767 	121442 	139400 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,SE	35098 	36517 	37747 	38731 	38065 	37409 	38552 	42854 	41639 	45307 	44382 	44120 	46593 	48754 	48869 	50589 	50161 	51354 	50584 	51450 	52591 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,SI	14231 	13982 	13486 	14503 	16537 	14928 	13998 	15542 	15526 	16209 	21231 	17942 	23640 	23891 	21855 	23253 	20747 	20819 	20067 	22139 	19707 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,SK	23965 	23832 	23269 	27738 	27202 	28656 	22345 	30303 	32156 	30711 	32927 	30749 	33193 	36195 	40901 	44967 	38711 	41527 	42455 	52896 	53778 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
T,PM10,NFR_TOT_NAT,TR	269717 	246471 	239082 	277738 	274540 	307888 	270310 	281719 	349133 	310850 	346478 	343005 	334207 	312567 	309918 	300920 	308119 	306108 	282649 	284338 	320543 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
